index,Order ID,date,month ,Status,Fulfilment,Sales Channel ,ship-service-level,Style,SKU,Category,Size,ASIN,Courier Status,status_group,Qty,currency,Amount,ship_city,ship_state,ship-postal-code,ship-country,promotion-ids,sales_channel,fulfilled-by,is_cancelled ,returned to seller ,returning to seller ,has_promo
448,407-3630361-4581152,30-04-2022,Apr-22,Cancelled,Amazon,Amazon.in,Expedited,JNE3619,JNE3619-KR-XS,kurta,XS,B091Q8BKLW,Cancelled,Cancelled/Lost,0,N/A,0,VELLORE,TAMIL NADU,570016,IN,No-promotion,B2C,amazon_ship,1,0,0,0
449,408-6348199-2089932,30-04-2022,Apr-22,Shipped,Amazon,Amazon.in,Standard,J0283,J0283-SET-XL,Set,XL,B08QGKHDN3,Shipped,In Transit,1,INR,0,RANCHI,JHARKHAND,226022,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,B2C,amazon_ship,0,0,0,1
450,408-5824761-8505932,30-04-2022,Apr-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,JNE3440,JNE3440-KR-N-XL,kurta,XL,B081WPK66G,Shipped,Completed,1,INR,399,NOIDA,UTTAR PRADESH,700089,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,B2C,amazon_ship,0,0,0,1
452,405-0722232-7258752,30-04-2022,Apr-22,Shipped,Amazon,Amazon.in,Expedited,JNE3787,JNE3787-KR-XXL,kurta,XXL,B09RKBXH45,Shipped,In Transit,1,INR,487,SINGRAULI,MADHYA PRADESH,732101,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,B2C,amazon_ship,0,0,0,1
453,408-0224364-7467540,30-04-2022,Apr-22,Shipped,Amazon,Amazon.in,Expedited,SET282,SET282-KR-PP-XXL,Set,XXL,B09CTF82YW,Shipped,In Transit,1,INR,1033,NEW DELHI,DELHI,797112,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,B2C,amazon_ship,0,0,0,1
454,408-2445040-0957913,30-04-2022,Apr-22,Shipped,Amazon,Amazon.in,Expedited,JNE3691,JNE3691-TU-L,Top,L,B0986VTQL7,Shipped,In Transit,1,INR,625,BENGALURU,KARNATAKA,524314,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,B2C,amazon_ship,0,0,0,1
456,407-5524319-6977912,30-04-2022,Apr-22,Cancelled,Amazon,Amazon.in,Expedited,JNE3727,JNE3727-KR-XXL,kurta,XXL,B09K3XLB6S,Cancelled,Cancelled/Lost,0,N/A,0,THRIPPUNITHURA,KERALA,605008,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,B2C,amazon_ship,1,0,0,1
458,171-5065107-7793119,30-04-2022,Apr-22,Shipped,Amazon,Amazon.in,Expedited,JNE3634,JNE3634-KR-XL,kurta,XL,B097ZZLC2X,Shipped,In Transit,1,INR,511,GHAZIABAD,UTTAR PRADESH,403703,IN,Duplicated A12RHGVGRWOT3S 1560498941486,B2C,amazon_ship,0,0,0,1
460,402-9874837-4557125,30-04-2022,Apr-22,Shipped,Amazon,Amazon.in,Expedited,JNE3675,JNE3675-TU-L,Top,L,B09432M4NC,Shipped,In Transit,1,INR,545,MUMBAI,MAHARASHTRA,577101,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,B2C,amazon_ship,0,0,0,1
461,408-8892348-9765950,30-04-2022,Apr-22,Shipped,Amazon,Amazon.in,Expedited,JNE2199,JNE2199-KR-411-A-XXL,kurta,XXL,B07BL222Q1,Shipped,In Transit,1,INR,353,THANE,MAHARASHTRA,500068,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,B2C,amazon_ship,0,0,0,1
462,408-6417023-0253911,30-04-2022,Apr-22,Shipped,Amazon,Amazon.in,Expedited,SET184,SET184-KR-PP-XXL,Set,XXL,B08W8KNCDH,Shipped,In Transit,1,INR,563,THANE,MAHARASHTRA,201301,IN,No-promotion,B2C,amazon_ship,0,0,0,0
464,404-6408992-6781106,30-04-2022,Apr-22,Shipped,Amazon,Amazon.in,Expedited,JNE3468,JNE3468-KR-L,kurta,L,B08RP69C9N,Shipped,In Transit,1,INR,352,CHENNAI,TAMIL NADU,411028,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,B2C,amazon_ship,0,0,0,1
466,408-0266080-9401113,30-04-2022,Apr-22,Shipped - Returned to Seller,Merchant,Amazon.in,Standard,J0213,J0213-TP-L,Top,L,B0965KR7YJ,Shipped,Returns,1,INR,599,GURUGRAM,HARYANA,695003,IN,"Amazon PLCC Free-Financing Universal Merchant AAT-WNKTBO3K27EJC,Amazon PLCC Free-Financing Universal Merchant AAT-QX3UCCJESKPA2,Amazon PLCC Free-Financing Universal Merchant AAT-5QQ7BIYYQEDN2,Amazon PLCC Free-Financing Universal Merchant AAT-DSJ2QRXXWXVMQ,Amazon PLCC Free-Financing Universal Merchant AAT-CXJHMC2YJUK76,Amazon PLCC Free-Financing Universal Merchant AAT-CC4FAVTYR4X7C,Amazon PLCC Free-Financing Universal Merchant AAT-XXRCW6NZEPZI4,Amazon PLCC Free-Financing Universal Merchant AAT-CXNSLNBROFDW4,Amazon PLCC Free-Financing Universal Merchant AAT-WSJLDN3X7KEMO,Amazon PLCC Free-Financing Universal Merchant AAT-VL6FGQVGQVXUS,Amazon PLCC Free-Financing Universal Merchant AAT-EOKPWFWYW7Y6I,Amazon PLCC Free-Financing Universal Merchant AAT-ZYL5UPUNW6T62,Amazon PLCC Free-Financing Universal Merchant AAT-XVPICCHRWDCAI,Amazon PLCC Free-Financing Universal Merchant AAT-ETXQ3XXWMRXBG,Amazon PLCC Free-Financing Universal Merchant AAT-7X3XCTYG64VBE,Amazon PLCC Free-Financing Universal Merchant AAT-7CHGD3WTS3MHM,Amazon PLCC Free-Financing Universal Merchant AAT-26ZDKNME27X42,Amazon PLCC Free-Financing Universal Merchant AAT-4ZF5KN6E4LJK4,Amazon PLCC Free-Financing Universal Merchant AAT-7RCXIKUAX7DDY,Amazon PLCC Free-Financing Universal Merchant AAT-BRSZZ45H6MHAO,Amazon PLCC Free-Financing Universal Merchant AAT-MKLXOOZWQL7GO,Amazon PLCC Free-Financing Universal Merchant AAT-CB7UNXEXGIJTC,Amazon PLCC Free-Financing Universal Merchant #MP-gzasho-1593152694811,Amazon PLCC Free-Financing Universal Merchant AAT-WLBA4GZ52EAH4",B2C,Easy Ship,0,1,0,1
467,404-6096382-3389133,30-04-2022,Apr-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,BL110,BL110-XL,Blouse,XL,B0929B9QB7,Shipped,Completed,1,INR,329,LUDHIANA,PUNJAB,208027,IN,Duplicated A12RHGVGRWOT3S 1560498941486,B2C,amazon_ship,0,0,0,1
468,405-9737320-3923530,30-04-2022,Apr-22,Shipped,Amazon,Amazon.in,Expedited,J0008,J0008-SKD-XL,Set,XL,B0894X711G,Shipped,In Transit,1,INR,1133,NERUL,GOA,624301,IN,No-promotion,B2C,amazon_ship,0,0,0,0
469,402-7908398-5262750,30-04-2022,Apr-22,Shipped,Amazon,Amazon.in,Expedited,SET288,SET288-KR-NP-XXL,Set,XXL,B09M6TQTGV,Shipped,In Transit,1,INR,684,IMPHAL,MANIPUR,560072,IN,"Amazon PLCC Free-Financing Universal Merchant AAT-WNKTBO3K27EJC,Amazon PLCC Free-Financing Universal Merchant AAT-QX3UCCJESKPA2,Amazon PLCC Free-Financing Universal Merchant AAT-5QQ7BIYYQEDN2,Amazon PLCC Free-Financing Universal Merchant AAT-DSJ2QRXXWXVMQ,Amazon PLCC Free-Financing Universal Merchant AAT-CXJHMC2YJUK76,Amazon PLCC Free-Financing Universal Merchant AAT-SL3Y2YRMAUNFC,Amazon PLCC Free-Financing Universal Merchant AAT-CC4FAVTYR4X7C,Amazon PLCC Free-Financing Universal Merchant AAT-XXRCW6NZEPZI4,Amazon PLCC Free-Financing Universal Merchant AAT-EOKPWFWYW7Y6I,Amazon PLCC Free-Financing Universal Merchant AAT-ZYL5UPUNW6T62,Amazon PLCC Free-Financing Universal Merchant AAT-ETXQ3XXWMRXBG,Amazon PLCC Free-Financing Universal Merchant AAT-7X3XCTYG64VBE,Amazon PLCC Free-Financing Universal Merchant AAT-7CHGD3WTS3MHM,Amazon PLCC Free-Financing Universal Merchant AAT-26ZDKNME27X42,Amazon PLCC Free-Financing Universal Merchant AAT-4ZF5KN6E4LJK4,Amazon PLCC Free-Financing Universal Merchant AAT-7RCXIKUAX7DDY,Amazon PLCC Free-Financing Universal Merchant AAT-TNYBHEAO7HOHO,Amazon PLCC Free-Financing Universal Merchant AAT-BRSZZ45H6MHAO,Amazon PLCC Free-Financing Universal Merchant AAT-MKLXOOZWQL7GO,Amazon PLCC Free-Financing Universal Merchant AAT-CB7UNXEXGIJTC,Amazon PLCC Free-Financing Universal Merchant #MP-gzasho-1593152694811,Amazon PLCC Free-Financing Universal Merchant AAT-WLBA4GZ52EAH4,Amazon PLCC Free-Financing Universal Merchant AAT-QMFZ3M7T5NPDS,Amazon PLCC Free-Financing Universal Merchant #MP-pmilan-1601980554292",B2C,Easy Ship,0,0,0,1
475,403-8206114-6438765,30-04-2022,Apr-22,Shipped,Amazon,Amazon.in,Expedited,SET110,SET110-KR-PP-L,Set,L,B0822TBFW3,Shipped,In Transit,1,INR,788,ANDUL NEAR MAYA STORES,WEST BENGAL,500073,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,B2C,amazon_ship,0,0,0,1
476,404-6734371-2217151,30-04-2022,Apr-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,MEN5031,MEN5031-KR-XXXL,kurta,3XL,B08YYT14HH,Shipped,Completed,1,INR,549,BENGALURU,KARNATAKA,560100,IN,No-promotion,B2C,amazon_ship,0,0,0,0
478,402-1037282-5400318,30-04-2022,Apr-22,Shipped,Amazon,Amazon.in,Expedited,JNE3421,JNE3421-KR-N-M,kurta,M,B08TRHNH61,Shipped,In Transit,1,INR,399,MUMBAI,MAHARASHTRA,560072,IN,No-promotion,B2C,amazon_ship,0,0,0,0
479,408-6497115-2636366,30-04-2022,Apr-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,SET351,SET351-KR-NP-L,Set,L,B09KXVHNS4,Shipped,Completed,1,INR,599,HYDERABAD,TELANGANA,263642,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,B2C,amazon_ship,0,0,0,1
480,408-2311178-4563550,30-04-2022,Apr-22,Shipped,Amazon,Amazon.in,Expedited,SET337,SET337-KR-NP-L,Set,L,B09KXY99M3,Shipped,In Transit,1,INR,874,HYDERABAD,TELANGANA,110059,IN,No-promotion,B2C,amazon_ship,0,0,0,0
481,171-7904830-1900363,30-04-2022,Apr-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,MEN5021,MEN5021-KR-XXL,kurta,XXL,B08YYSWWGK,Shipped,Completed,1,INR,533,HYDERABAD,TELANGANA,700122,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,B2C,amazon_ship,0,0,0,1
483,403-2867551-8904322,30-04-2022,Apr-22,Shipped,Amazon,Amazon.in,Expedited,J0338,J0338-DR-L,Western Dress,L,B09832FGG4,Shipped,In Transit,1,INR,744,BENGALURU,KARNATAKA,700122,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,B2C,amazon_ship,0,0,0,1
486,402-9688522-2179563,30-04-2022,Apr-22,Shipped,Amazon,Amazon.in,Expedited,JNE3364,JNE3364-KR-1051-A-L,kurta,L,B07WP5G7MK,Shipped,In Transit,1,INR,376,CHITTOOR,ANDHRA PRADESH,421201,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,B2C,amazon_ship,0,0,0,1
490,406-9811989-3946709,30-04-2022,Apr-22,Shipped,Amazon,Amazon.in,Expedited,JNE2153,JNE2153-KR-278-A-XL,kurta,XL,B0794V95XT,Shipped,In Transit,1,INR,424,MUMBAI,MAHARASHTRA,110017,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,B2C,amazon_ship,0,0,0,1
491,406-0361691-7797129,30-04-2022,Apr-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,JNE3487,JNE3487-KR-XXL,kurta,XXL,B08RNX8Q22,Shipped,Completed,1,INR,362,MUMBAI,MAHARASHTRA,801105,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,B2C,amazon_ship,0,0,0,1
492,408-9628391-5712365,30-04-2022,Apr-22,Shipped,Amazon,Amazon.in,Expedited,JNE3865,JNE3865-TP-XXXL,Top,3XL,B09TZSJVFX,Shipped,In Transit,1,INR,599,DINANAGAR,PUNJAB,500070,IN,No-promotion,B2C,amazon_ship,0,0,0,0
495,405-2266530-9531500,30-04-2022,Apr-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,SET291,SET291-KR-PP-XXXL,Set,3XL,B099NFZJVC,Shipped,Completed,1,INR,563,KALYAN,MAHARASHTRA,110085,IN,No-promotion,B2C,amazon_ship,0,0,0,0
496,408-3468189-1632369,30-04-2022,Apr-22,Shipped,Amazon,Amazon.in,Expedited,JNE3704,JNE3704-KR-L,kurta,L,B099FD13MH,Shipped,In Transit,1,INR,487,ARAKANDANALLUR,TAMIL NADU,700135,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,B2C,amazon_ship,0,0,0,1
497,402-8199412-5613164,30-04-2022,Apr-22,Shipped,Amazon,Amazon.in,Expedited,J0378,J0378-SKD-XXL,Set,XXL,B09QJ4HMHN,Shipped,In Transit,1,INR,1099,BHOPAL,MADHYA PRADESH,502319,IN,No-promotion,B2C,amazon_ship,0,0,0,0
499,404-4084311-5014713,30-04-2022,Apr-22,Shipped,Amazon,Amazon.in,Expedited,JNE3721,JNE3721-KR-XL,kurta,XL,B099FDMD6T,Shipped,In Transit,1,INR,329,HYDERABAD,TELANGANA,110096,IN,"Amazon PLCC Free-Financing Universal Merchant AAT-5QQ7BIYYQEDN2,Amazon PLCC Free-Financing Universal Merchant AAT-DSJ2QRXXWXVMQ,Amazon PLCC Free-Financing Universal Merchant AAT-XXRCW6NZEPZI4,Amazon PLCC Free-Financing Universal Merchant AAT-ETXQ3XXWMRXBG,Amazon PLCC Free-Financing Universal Merchant AAT-7X3XCTYG64VBE,Amazon PLCC Free-Financing Universal Merchant AAT-7CHGD3WTS3MHM,Amazon PLCC Free-Financing Universal Merchant AAT-26ZDKNME27X42,Amazon PLCC Free-Financing Universal Merchant AAT-4ZF5KN6E4LJK4,Amazon PLCC Free-Financing Universal Merchant AAT-7RCXIKUAX7DDY,Amazon PLCC Free-Financing Universal Merchant #MP-gzasho-1593152694811",B2C,Easy Ship,0,0,0,1
500,405-4491602-9761902,30-04-2022,Apr-22,Cancelled,Amazon,Amazon.in,Expedited,J0308,J0308-DR-XXL,Western Dress,XXL,B099NTSTM2,Cancelled,Cancelled/Lost,0,N/A,0,BHATGAON,CHHATTISGARH,785667,IN,"Amazon PLCC Free-Financing Universal Merchant AAT-WNKTBO3K27EJC,Amazon PLCC Free-Financing Universal Merchant AAT-QX3UCCJESKPA2,Amazon PLCC Free-Financing Universal Merchant AAT-5QQ7BIYYQEDN2,Amazon PLCC Free-Financing Universal Merchant AAT-DSJ2QRXXWXVMQ,Amazon PLCC Free-Financing Universal Merchant AAT-CXJHMC2YJUK76,Amazon PLCC Free-Financing Universal Merchant AAT-CC4FAVTYR4X7C,Amazon PLCC Free-Financing Universal Merchant AAT-XXRCW6NZEPZI4,Amazon PLCC Free-Financing Universal Merchant AAT-EOKPWFWYW7Y6I,Amazon PLCC Free-Financing Universal Merchant AAT-ZYL5UPUNW6T62,Amazon PLCC Free-Financing Universal Merchant AAT-ETXQ3XXWMRXBG,Amazon PLCC Free-Financing Universal Merchant AAT-7X3XCTYG64VBE,Amazon PLCC Free-Financing Universal Merchant AAT-7CHGD3WTS3MHM,Amazon PLCC Free-Financing Universal Merchant AAT-26ZDKNME27X42,Amazon PLCC Free-Financing Universal Merchant AAT-4ZF5KN6E4LJK4,Amazon PLCC Free-Financing Universal Merchant AAT-7RCXIKUAX7DDY,Amazon PLCC Free-Financing Universal Merchant AAT-BRSZZ45H6MHAO,Amazon PLCC Free-Financing Universal Merchant AAT-MKLXOOZWQL7GO,Amazon PLCC Free-Financing Universal Merchant AAT-CB7UNXEXGIJTC,Amazon PLCC Free-Financing Universal Merchant #MP-gzasho-1593152694811,Amazon PLCC Free-Financing Universal Merchant AAT-WLBA4GZ52EAH4",B2C,Easy Ship,1,0,0,1
501,404-3973098-9107502,30-04-2022,Apr-22,Shipped,Amazon,Amazon.in,Expedited,SET398,SET398-KR-PP-XXL,Set,XXL,B09RP8WY5J,Shipped,In Transit,1,INR,1186,BHANJANAGAR,ODISHA,180015,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,B2C,amazon_ship,0,0,0,1
502,404-8364446-3952321,30-04-2022,Apr-22,Shipped,Amazon,Amazon.in,Expedited,J0157,J0157-DR-S,Western Dress,S,B0982ZDZ8K,Shipped,In Transit,1,INR,588,VISAKHAPATNAM,ANDHRA PRADESH,411019,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,B2C,amazon_ship,0,0,0,1
503,408-4378624-3886712,30-04-2022,Apr-22,Cancelled,Amazon,Amazon.in,Standard,JNE3799,JNE3799-KR-S,kurta,S,B09SDZ78G7,Cancelled,Cancelled/Lost,0,N/A,0,GHAZIABAD,UTTAR PRADESH,689695,IN,"Amazon PLCC Free-Financing Universal Merchant AAT-WNKTBO3K27EJC,Amazon PLCC Free-Financing Universal Merchant AAT-QX3UCCJESKPA2,Amazon PLCC Free-Financing Universal Merchant AAT-5QQ7BIYYQEDN2,Amazon PLCC Free-Financing Universal Merchant AAT-DSJ2QRXXWXVMQ,Amazon PLCC Free-Financing Universal Merchant AAT-CXJHMC2YJUK76,Amazon PLCC Free-Financing Universal Merchant AAT-SL3Y2YRMAUNFC,Amazon PLCC Free-Financing Universal Merchant AAT-CC4FAVTYR4X7C,Amazon PLCC Free-Financing Universal Merchant AAT-XXRCW6NZEPZI4,Amazon PLCC Free-Financing Universal Merchant AAT-WSJLDN3X7KEMO,Amazon PLCC Free-Financing Universal Merchant AAT-VL6FGQVGQVXUS,Amazon PLCC Free-Financing Universal Merchant AAT-EOKPWFWYW7Y6I,Amazon PLCC Free-Financing Universal Merchant AAT-ZYL5UPUNW6T62,Amazon PLCC Free-Financing Universal Merchant AAT-XVPICCHRWDCAI,Amazon PLCC Free-Financing Universal Merchant AAT-ETXQ3XXWMRXBG,Amazon PLCC Free-Financing Universal Merchant AAT-7X3XCTYG64VBE,Amazon PLCC Free-Financing Universal Merchant AAT-7CHGD3WTS3MHM,Amazon PLCC Free-Financing Universal Merchant AAT-26ZDKNME27X42,Amazon PLCC Free-Financing Universal Merchant AAT-4ZF5KN6E4LJK4,Amazon PLCC Free-Financing Universal Merchant AAT-7RCXIKUAX7DDY,Amazon PLCC Free-Financing Universal Merchant AAT-BRSZZ45H6MHAO,Amazon PLCC Free-Financing Universal Merchant AAT-MKLXOOZWQL7GO,Amazon PLCC Free-Financing Universal Merchant AAT-CB7UNXEXGIJTC,Amazon PLCC Free-Financing Universal Merchant #MP-gzasho-1593152694811,Amazon PLCC Free-Financing Universal Merchant AAT-WLBA4GZ52EAH4",B2C,Easy Ship,1,0,0,1
504,408-2058872-0942730,30-04-2022,Apr-22,Shipped,Amazon,Amazon.in,Expedited,JNE2265,JNE2265-KR-501-S,kurta,S,B07HWXNLNB,Shipped,In Transit,1,INR,329,VISAKHAPATNAM,ANDHRA PRADESH,689695,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,B2C,amazon_ship,0,0,0,1
507,405-5489495-6651552,30-04-2022,Apr-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,SET332,SET332-KR-PP-L,Set,L,B09NQ39KJ6,Shipped,Completed,1,INR,549,ALMORA,UTTARAKHAND,222001,IN,No-promotion,B2C,Easy Ship,0,0,0,0
508,171-6816175-3049154,30-04-2022,Apr-22,Shipped,Amazon,Amazon.in,Expedited,SET345,SET345-KR-NP-XL,Set,XL,B09KXWW582,Shipped,In Transit,1,INR,626,PRODDATUR,ANDHRA PRADESH,413001,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,B2C,amazon_ship,0,0,0,1
509,408-7342331-1733136,30-04-2022,Apr-22,Cancelled,Amazon,Amazon.in,Expedited,JNE1525,JNE1525-KR-UDF19-A-XL,kurta,XL,B0743FF612,Cancelled,Cancelled/Lost,0,N/A,0,SHRIGONDA,MAHARASHTRA,411047,IN,"Amazon PLCC Free-Financing Universal Merchant AAT-WNKTBO3K27EJC,Amazon PLCC Free-Financing Universal Merchant AAT-QX3UCCJESKPA2,Amazon PLCC Free-Financing Universal Merchant AAT-5QQ7BIYYQEDN2,Amazon PLCC Free-Financing Universal Merchant AAT-DSJ2QRXXWXVMQ,Amazon PLCC Free-Financing Universal Merchant AAT-CXJHMC2YJUK76,Amazon PLCC Free-Financing Universal Merchant AAT-SL3Y2YRMAUNFC,Amazon PLCC Free-Financing Universal Merchant AAT-CC4FAVTYR4X7C,Amazon PLCC Free-Financing Universal Merchant AAT-XXRCW6NZEPZI4,Amazon PLCC Free-Financing Universal Merchant AAT-EOKPWFWYW7Y6I,Amazon PLCC Free-Financing Universal Merchant AAT-ZYL5UPUNW6T62,Amazon PLCC Free-Financing Universal Merchant AAT-ETXQ3XXWMRXBG,Amazon PLCC Free-Financing Universal Merchant AAT-7X3XCTYG64VBE,Amazon PLCC Free-Financing Universal Merchant AAT-7CHGD3WTS3MHM,Amazon PLCC Free-Financing Universal Merchant AAT-26ZDKNME27X42,Amazon PLCC Free-Financing Universal Merchant AAT-4ZF5KN6E4LJK4,Amazon PLCC Free-Financing Universal Merchant AAT-7RCXIKUAX7DDY,Amazon PLCC Free-Financing Universal Merchant AAT-TNYBHEAO7HOHO,Amazon PLCC Free-Financing Universal Merchant AAT-BRSZZ45H6MHAO,Amazon PLCC Free-Financing Universal Merchant AAT-MKLXOOZWQL7GO,Amazon PLCC Free-Financing Universal Merchant AAT-CB7UNXEXGIJTC,Amazon PLCC Free-Financing Universal Merchant #MP-gzasho-1593152694811,Amazon PLCC Free-Financing Universal Merchant AAT-WLBA4GZ52EAH4,Amazon PLCC Free-Financing Universal Merchant AAT-QMFZ3M7T5NPDS,Amazon PLCC Free-Financing Universal Merchant #MP-pmilan-1601980554292",B2C,Easy Ship,1,0,0,1
510,402-1721558-6618710,30-04-2022,Apr-22,Cancelled,Merchant,Amazon.in,Standard,J0373,J0373-KR-M,kurta,M,B09KXR4JZB,cancelled,Cancelled/Lost,0,INR,570.48,WARANGAL,TELANGANA,509001,IN,"Amazon PLCC Free-Financing Universal Merchant AAT-WNKTBO3K27EJC,Amazon PLCC Free-Financing Universal Merchant AAT-QX3UCCJESKPA2,Amazon PLCC Free-Financing Universal Merchant AAT-5QQ7BIYYQEDN2,Amazon PLCC Free-Financing Universal Merchant AAT-DSJ2QRXXWXVMQ,Amazon PLCC Free-Financing Universal Merchant AAT-CXJHMC2YJUK76,Amazon PLCC Free-Financing Universal Merchant AAT-CC4FAVTYR4X7C,Amazon PLCC Free-Financing Universal Merchant AAT-XXRCW6NZEPZI4,Amazon PLCC Free-Financing Universal Merchant AAT-EOKPWFWYW7Y6I,Amazon PLCC Free-Financing Universal Merchant AAT-ETXQ3XXWMRXBG,Amazon PLCC Free-Financing Universal Merchant AAT-7X3XCTYG64VBE,Amazon PLCC Free-Financing Universal Merchant AAT-7CHGD3WTS3MHM,Amazon PLCC Free-Financing Universal Merchant AAT-26ZDKNME27X42,Amazon PLCC Free-Financing Universal Merchant AAT-4ZF5KN6E4LJK4,Amazon PLCC Free-Financing Universal Merchant AAT-7RCXIKUAX7DDY,Amazon PLCC Free-Financing Universal Merchant AAT-BRSZZ45H6MHAO,Amazon PLCC Free-Financing Universal Merchant AAT-MKLXOOZWQL7GO,Amazon PLCC Free-Financing Universal Merchant AAT-CB7UNXEXGIJTC,Amazon PLCC Free-Financing Universal Merchant #MP-gzasho-1593152694811,Amazon PLCC Free-Financing Universal Merchant AAT-WLBA4GZ52EAH4",B2C,Easy Ship,1,0,0,1
511,406-2138801-8731538,30-04-2022,Apr-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,JNE3449,JNE3449-KR-XXXL,kurta,3XL,B08CBC2J5H,Shipped,Completed,1,INR,319,CHENNAI,TAMIL NADU,248198,IN,"Amazon PLCC Free-Financing Universal Merchant AAT-WNKTBO3K27EJC,Amazon PLCC Free-Financing Universal Merchant AAT-QX3UCCJESKPA2,Amazon PLCC Free-Financing Universal Merchant AAT-5QQ7BIYYQEDN2,Amazon PLCC Free-Financing Universal Merchant AAT-DSJ2QRXXWXVMQ,Amazon PLCC Free-Financing Universal Merchant AAT-CXJHMC2YJUK76,Amazon PLCC Free-Financing Universal Merchant AAT-CC4FAVTYR4X7C,Amazon PLCC Free-Financing Universal Merchant AAT-XXRCW6NZEPZI4,Amazon PLCC Free-Financing Universal Merchant AAT-R7GXNZWISTRFA,Amazon PLCC Free-Financing Universal Merchant AAT-EOKPWFWYW7Y6I,Amazon PLCC Free-Financing Universal Merchant AAT-ETXQ3XXWMRXBG,Amazon PLCC Free-Financing Universal Merchant AAT-7X3XCTYG64VBE,Amazon PLCC Free-Financing Universal Merchant AAT-7CHGD3WTS3MHM,Amazon PLCC Free-Financing Universal Merchant AAT-26ZDKNME27X42,Amazon PLCC Free-Financing Universal Merchant AAT-4ZF5KN6E4LJK4,Amazon PLCC Free-Financing Universal Merchant AAT-7RCXIKUAX7DDY,Amazon PLCC Free-Financing Universal Merchant AAT-BRSZZ45H6MHAO,Amazon PLCC Free-Financing Universal Merchant AAT-MKLXOOZWQL7GO,Amazon PLCC Free-Financing Universal Merchant AAT-CB7UNXEXGIJTC,Amazon PLCC Free-Financing Universal Merchant #MP-gzasho-1593152694811,Amazon PLCC Free-Financing Universal Merchant AAT-WLBA4GZ52EAH4",B2C,Easy Ship,0,0,0,1
513,408-0666162-2209142,30-04-2022,Apr-22,Shipped,Amazon,Amazon.in,Expedited,J0006,J0006-SET-L,Ethnic Dress,L,B0894YJNT9,Shipped,In Transit,1,INR,899,BHIWADI,RAJASTHAN,734101,IN,No-promotion,B2C,amazon_ship,0,0,0,0
516,405-2729845-2846741,30-04-2022,Apr-22,Shipped,Amazon,Amazon.in,Expedited,SET228,SET228-KR-PP-A-XXXL,Set,3XL,B09HMVYKV8,Shipped,In Transit,1,INR,653,BANGALORE,KARNATAKA,834001,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,B2C,amazon_ship,0,0,0,1
518,407-6910434-1793162,30-04-2022,Apr-22,Cancelled,Amazon,Amazon.in,Expedited,MEN5023,MEN5023-KR-S,kurta,S,B08YZ1GSGW,Cancelled,Cancelled/Lost,0,N/A,0,SAMBALPUR,ODISHA,560019,IN,No-promotion,B2C,amazon_ship,1,0,0,0
